Scan Date,Domain,# of Positive Scans,# of Total Scans,Permalink
2017-07-12 20:34:54,104[.]95[.]205[.]248,0,65,https://www.virustotal.com/url/01a89a25dac3982fe2caf95123f748e31d42d3b303d6e801dbcdc539ed8d8ba2/analysis/1499891694/
